iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,unstable_resets
1488,2146.7,20087,0.96,0.26,0.03131,0.00052,-0.00788,-0.76837,0.01336,0.00017,0.27131,0
1489,2147.9,20103,0.97,0.26,0.02851,0.19811,-0.00813,-0.78097,0.01407,0.00011,0.27133,0
1490,2149.1,20696,0.93,0.26,0.02555,0.04585,-0.01007,-0.77047,0.01551,8e-05,0.27154,0
1491,2150.3,20106,0.97,0.25,0.02639,0.02394,-0.00905,-0.76117,0.01676,2e-05,0.27167,0
1492,2151.6,20105,0.96,0.26,0.02576,0.01394,-0.0074,-0.75678,0.0129,2e-05,0.27177,0
1493,2152.8,20108,0.96,0.26,0.0288,0.00499,-0.00789,-0.75163,0.01203,8e-05,0.27191,0
1494,2154.0,19745,0.99,0.26,0.03051,0.00269,-0.0078,-0.7443,0.01475,0.00011,0.27218,0
1495,2155.2,20663,0.94,0.25,0.03069,0.00098,-0.00744,-0.7415,0.01414,0.00011,0.27222,0
1496,2156.4,20271,0.95,0.26,0.0309,0.00069,-0.00842,-0.75204,0.01244,0.00011,0.27187,0
1497,2157.6,20431,0.94,0.26,0.03133,0.00055,-0.0069,-0.77413,0.01463,0.00017,0.27126,0
1498,2158.8,20518,0.95,0.25,0.03138,0.00049,-0.00777,-0.79946,0.01484,0.00011,0.2708,0
1499,2160.1,20159,0.97,0.25,0.03145,0.0825,-0.00911,-0.80932,0.01538,8e-05,0.27083,0
